trial	time_sec	distance
1	0	2.894592
1	1	2.905551
1	2	2.954596
1	3	2.993024
1	4	3.002796
1	5	3.028671
1	6	3.046712
1	7	3.067298
1	8	3.028381
1	9	3.025993
1	10	2.997649
1	11	3.016648
1	12	3.049065
1	13	3.050801
1	14	3.073739
1	15	3.120250
1	16	3.191837
1	17	3.219781
1	18	3.238839
1	19	3.254220
1	20	3.272996
1	21	3.286265
1	22	3.267575
1	23	3.265937
1	24	3.271184
1	25	3.253097
1	26	3.187716
1	27	3.163747
1	28	3.166549
1	29	3.158584
1	30	3.172703
1	31	3.184863
1	32	3.198500
1	33	3.221145
1	34	3.208063
1	35	3.220010
1	36	3.194670
1	37	3.190351
1	38	3.182115
1	39	3.190708
1	40	3.178941
1	41	3.195326
1	42	3.199729
1	43	3.204972
1	44	3.206164
1	45	3.222935
1	46	3.226706
1	47	3.214532
1	48	3.261768
1	49	3.277895
1	50	3.289049
1	51	3.331367
1	52	3.364804
1	53	3.378255
1	54	3.352522
1	55	3.348690
1	56	3.353777
1	57	3.356815
1	58	3.379608
1	59	3.390792
1	60	3.378551
1	61	3.338363
1	62	3.316925
1	63	3.276065
1	64	3.234627
1	65	3.181010
1	66	3.115418
1	67	3.086719
1	68	3.061227
1	69	3.044748
1	70	3.015216
1	71	2.997988
1	72	3.007455
1	73	3.001437
1	74	3.000503
1	75	2.992433
1	76	2.996944
1	77	2.994594
1	78	2.979467
1	79	2.970179
1	80	2.945589
1	81	2.942524
1	82	2.932275
1	83	2.904614
1	84	2.900917
1	85	2.889136
1	86	2.889802
1	87	2.907977
1	88	2.962747
1	89	2.985423
1	90	3.005403
1	91	2.994695
1	92	3.003511
1	93	3.019734
1	94	3.040363
1	95	3.076142
1	96	3.107737
1	97	3.155496
1	98	3.172848
1	99	3.195139
1	100	3.211270
1	101	3.227977
1	102	3.219250
1	103	3.255523
1	104	3.263861
1	105	3.293877
1	106	3.301982
1	107	3.326732
1	108	3.353146
1	109	3.350577
1	110	3.351654
1	111	3.335057
1	112	3.334776
1	113	3.314916
1	114	3.283459
1	115	3.257378
1	116	3.256854
1	117	3.276138
1	118	3.275964
1	119	3.303168
1	120	3.328985
1	121	3.319249
1	122	3.333432
1	123	3.325540
1	124	3.319368
1	125	3.317195
1	126	3.315426
1	127	3.316707
1	128	3.308755
1	129	3.298771
1	130	3.310297
1	131	3.312174
1	132	3.319766
1	133	3.321877
1	134	3.339711
1	135	3.352927
1	136	3.354447
1	137	3.354359
1	138	3.352233
1	139	3.356060
1	140	3.341826
1	141	3.327934
1	142	3.318819
1	143	3.283837
1	144	3.265310
1	145	3.241859
1	146	3.233868
1	147	3.249445
1	148	3.254686
1	149	3.268180
1	150	3.282043
1	151	3.325104
1	152	3.319371
1	153	3.331912
1	154	3.347853
1	155	3.343235
1	156	3.333420
1	157	3.343233
1	158	3.367538
1	159	3.381003
1	160	3.382288
1	161	3.397333
1	162	3.408077
1	163	3.401932
1	164	3.414050
1	165	3.418877
1	166	3.400123
1	167	3.376725
1	168	3.405950
1	169	3.380088
1	170	3.349862
1	171	3.311622
1	172	3.281605
1	173	3.243383
1	174	3.214832
1	175	3.192772
1	176	3.183830
1	177	3.191017
1	178	3.175072
1	179	3.173318
1	180	3.178338
1	181	3.174307
1	182	3.178516
1	183	3.164474
1	184	3.165824
1	185	3.145177
1	186	3.133590
1	187	3.166681
1	188	3.179613
1	189	3.178859
1	190	3.207310
1	191	3.218025
1	192	3.218577
1	193	3.217983
1	194	3.222188
1	195	3.234160
1	196	3.226574
1	197	3.248078
1	198	3.275026
1	199	3.299921
2	0	2.869034
2	1	2.849129
2	2	2.848293
2	3	2.839553
2	4	2.844916
2	5	2.849252
2	6	2.839509
2	7	2.814475
2	8	2.782200
2	9	2.771541
2	10	2.805710
2	11	2.809659
2	12	2.853371
2	13	2.842623
2	14	2.805314
2	15	2.767375
2	16	2.715536
2	17	2.641585
2	18	2.623232
2	19	2.612263
2	20	2.601438
2	21	2.616848
2	22	2.617509
2	23	2.621622
2	24	2.615516
2	25	2.629088
2	26	2.637439
2	27	2.636015
2	28	2.656468
2	29	2.633167
2	30	2.614770
2	31	2.604520
2	32	2.611111
2	33	2.615264
2	34	2.622237
2	35	2.633846
2	36	2.659345
2	37	2.628450
2	38	2.620969
2	39	2.626204
2	40	2.594010
2	41	2.592439
2	42	2.596155
2	43	2.582824
2	44	2.573536
2	45	2.579866
2	46	2.577740
2	47	2.565498
2	48	2.540443
2	49	2.558958
2	50	2.548662
2	51	2.535252
2	52	2.540939
2	53	2.512344
2	54	2.474853
2	55	2.483491
2	56	2.481033
2	57	2.492353
2	58	2.513137
2	59	2.535867
2	60	2.561368
2	61	2.577610
2	62	2.610283
2	63	2.643263
2	64	2.663892
2	65	2.724776
2	66	2.759527
2	67	2.813022
2	68	2.853807
2	69	2.871818
2	70	2.887703
2	71	2.881517
2	72	2.877046
2	73	2.843435
2	74	2.837158
2	75	2.819911
2	76	2.825259
2	77	2.826362
2	78	2.825444
2	79	2.816917
2	80	2.795787
2	81	2.783100
2	82	2.751114
2	83	2.778067
2	84	2.777261
2	85	2.797294
2	86	2.798868
2	87	2.815177
2	88	2.835265
2	89	2.856955
2	90	2.878115
2	91	2.899618
2	92	2.935711
2	93	2.957709
2	94	2.964350
2	95	2.981622
2	96	3.003872
2	97	3.000017
2	98	3.047740
2	99	3.054516
2	100	3.090371
2	101	3.098187
2	102	3.093019
2	103	3.067960
2	104	3.069386
2	105	3.071057
2	106	3.066579
2	107	3.061326
2	108	3.059430
2	109	3.059703
2	110	3.033656
2	111	3.014691
2	112	2.987201
2	113	2.952455
2	114	2.942548
2	115	2.922894
2	116	2.890893
2	117	2.854216
2	118	2.836570
2	119	2.821316
2	120	2.820427
2	121	2.794320
2	122	2.773645
2	123	2.767996
2	124	2.770461
2	125	2.772448
2	126	2.779561
2	127	2.774954
2	128	2.767109
2	129	2.778922
2	130	2.780867
2	131	2.814660
