trial,frame,time_sec,distance
1,0,0.0,2.9112975960988896
1,1,0.03333333333333333,2.9113016060773895
1,2,0.06666666666666667,2.9113544191522216
1,3,0.1,2.9115003350015916
1,4,0.13333333333333333,2.911709126843062
1,5,0.16666666666666666,2.911966247525466
1,6,0.2,2.9122735305726795
1,7,0.23333333333333334,2.9126234017388866
1,8,0.26666666666666666,2.912962743553775
1,9,0.3,2.9132756695100497
1,10,0.3333333333333333,2.913607968540687
1,11,0.36666666666666664,2.913990548342831
1,12,0.4,2.9144006819764603
1,13,0.43333333333333335,2.914801403211388
1,14,0.4666666666666667,2.915167717413277
1,15,0.5,2.915449403230792
1,16,0.5333333333333333,2.91560239503008
1,17,0.5666666666666667,2.915675073385133
1,18,0.6,2.9157376268575077
1,19,0.6333333333333333,2.915768630607163
1,20,0.6666666666666666,2.915718874740602
1,21,0.7,2.915635272145776
1,22,0.7333333333333333,2.915584880674742
1,23,0.7666666666666667,2.9154872842415736
1,24,0.8,2.9151873619288913
1,25,0.8333333333333334,2.91470775234207
1,26,0.8666666666666667,2.9142193575855613
1,27,0.9,2.9137926171688386
1,28,0.9333333333333333,2.9133610093792046
1,29,0.9666666666666667,2.9129228750857177
1,30,1.0,2.9125624561077057
1,31,1.0333333333333334,2.9123269637205644
1,32,1.0666666666666667,2.912196306132073
1,33,1.1,2.9121367999416705
1,34,1.1333333333333333,2.9120913724378346
1,35,1.1666666666666667,2.9119618912765297
1,36,1.2,2.9116746487145533
1,37,1.2333333333333334,2.9112058933819958
1,38,1.2666666666666666,2.910548224150755
1,39,1.3,2.9096392356914387
1,40,1.3333333333333333,2.908436717532825
1,41,1.3666666666666667,2.9070758536806443
1,42,1.4,2.9057400452519278
1,43,1.4333333333333333,2.904439902141003
1,44,1.4666666666666666,2.903084430029176
1,45,1.5,2.9016871717556274
1,46,1.5333333333333334,2.9003526277485348
1,47,1.5666666666666667,2.8990713122977727
1,48,1.6,2.8976835496181206
1,49,1.6333333333333333,2.896105470762567
1,50,1.6666666666666667,2.894413108494249
1,51,1.7,2.8926670256543874
1,52,1.7333333333333334,2.890816002378986
1,53,1.7666666666666666,2.8887954357705774
1,54,1.8,2.8866589301524077
1,55,1.8333333333333333,2.8845161173972085
1,56,1.8666666666666667,2.8823816225384014
1,57,1.9,2.8802484857558923
1,58,1.9333333333333333,2.8782409617302984
1,59,1.9666666666666666,2.8765469809648456
1,60,2.0,2.8751545031254233
1,61,2.033333333333333,2.8738069585299204
1,62,2.066666666666667,2.872303000818724
1,63,2.1,2.8706798804714255
1,64,2.1333333333333333,2.8690274751869547
1,65,2.1666666666666665,2.867306954040344
1,66,2.2,2.8654524240193
1,67,2.2333333333333334,2.8635306279974597
1,68,2.2666666666666666,2.861628224186508
1,69,2.3,2.8596951739025243
1,70,2.3333333333333335,2.857656264750935
1,71,2.3666666666666667,2.855562483283061
1,72,2.4,2.8535206795078465
1,73,2.433333333333333,2.8515985784261106
1,74,2.466666666666667,2.849801024273208
1,75,2.5,2.8480886224453315
1,76,2.533333333333333,2.846422808867049
1,77,2.566666666666667,2.844802487012256
1,78,2.6,2.843301140186583
1,79,2.6333333333333333,2.842024801496248
1,80,2.6666666666666665,2.8410081719625926
1,81,2.7,2.8402243955744417
1,82,2.7333333333333334,2.839652322254731
1,83,2.7666666666666666,2.8392650912448585
1,84,2.8,2.8389974798544872
1,85,2.8333333333333335,2.8385751903855017
1,86,2.8666666666666667,2.8381020167416686
1,87,2.9,2.837650307255283
1,88,2.933333333333333,2.8371860869737593
1,89,2.966666666666667,2.836669820980467
1,90,3.0,2.836120269464066
1,91,3.033333333333333,2.83556065826453
1,92,3.066666666666667,2.834890027706857
1,93,3.1,2.834129243136657
1,94,3.1333333333333333,2.8333010988799163
1,95,3.1666666666666665,2.8323431058618294
1,96,3.2,2.8311730176097276
1,97,3.2333333333333334,2.8298411217309147
1,98,3.2666666666666666,2.828461727483816
1,99,3.3,2.8269627143375184
1,100,3.3333333333333335,2.825172491184392
1,101,3.3666666666666667,2.8230950593640687
1,102,3.4,2.8208922421878553
1,103,3.433333333333333,2.8186126737586727
1,104,3.466666666666667,2.8161526171066655
1,105,3.5,2.813432948303137
1,106,3.533333333333333,2.8105046741454616
1,107,3.566666666666667,2.8074904773515676
1,108,3.6,2.804465789546232
1,109,3.6333333333333333,2.801389247730393
1,110,3.6666666666666665,2.798214999715934
1,111,3.7,2.7950080259561223
1,112,3.7333333333333334,2.7918839296288622
1,113,3.7666666666666666,2.788849151142376
1,114,3.8,2.7858413913837174
1,115,3.8333333333333335,2.7829062964855735
1,116,3.8666666666666667,2.780140080179376
1,117,3.9,2.777515167467639
1,118,3.933333333333333,2.7749657707415163
1,119,3.966666666666667,2.7725562538193738
1,120,4.0,2.770351468122822
1,121,4.033333333333333,2.7683257660758063
1,122,4.066666666666666,2.766490422502738
1,123,4.1,2.7648770555693147
1,124,4.133333333333334,2.7634709727247193
1,125,4.166666666666667,2.7622618259716076
1,126,4.2,2.7612688078258114
1,127,4.233333333333333,2.7604749809373326
1,128,4.266666666666667,2.7598008277621155
1,129,4.3,2.7591533912082697
1,130,4.333333333333333,2.7585099018589267
1,131,4.366666666666666,2.757911109152943
1,132,4.4,2.757361229423969
1,133,4.433333333333334,2.756806146610108
1,134,4.466666666666667,2.7561977237774737
1,135,4.5,2.7555467641951337
1,136,4.533333333333333,2.7548550751006995
1,137,4.566666666666666,2.754086797426095
1,138,4.6,2.753228781930484
1,139,4.633333333333334,2.7522960119253868
1,140,4.666666666666667,2.7512981932816514
