parameter_set,trial,following_count_windowed,engulfing_count_windowed,separating_count_windowed,following_count_full,engulfing_count_full,separating_count_full,total_behaviors_windowed,total_behaviors_full,avg_distance,min_distance,max_distance,std_distance,follow_threshold,engulf_threshold,separation_threshold,analysis_window_sec
ph2_n20_s4.5,1,0,1,0,3,3,1,1,7,1.197496964321315,0.2865805237386762,6.165226884106199,1.2358111703320631,2.0,1.0,4.0,150
ph2_n20_s4.5,2,2,2,0,2,2,1,4,5,1.8400674627665314,0.7181139176447077,6.068189651022497,1.0190875928692644,2.0,1.0,4.0,150
ph2_n20_s4.5,3,2,1,0,2,1,1,3,4,1.9510991194993645,0.9305974763410516,6.0341241528845355,0.9191487226674026,2.0,1.0,4.0,150
