trial	time_sec	distance
1	0	3.247695
1	1	3.214619
1	2	3.118753
1	3	3.026701
1	4	2.930709
1	5	2.800998
1	6	2.661525
1	7	2.522701
1	8	2.364097
1	9	2.202314
1	10	2.061097
1	11	1.911555
1	12	1.765978
1	13	1.627174
1	14	1.489031
1	15	1.370342
1	16	1.238299
1	17	1.113040
1	18	1.011049
1	19	0.891121
1	20	0.778064
1	21	0.661880
1	22	0.627987
1	23	0.570744
1	24	0.495214
1	25	0.423047
1	26	0.345114
1	27	0.267960
1	28	0.142606
1	29	0.178679
1	30	0.193764
1	31	0.144305
1	32	0.146460
1	33	0.140475
1	34	0.202018
1	35	0.249004
1	36	0.294758
1	37	0.294327
1	38	0.276204
1	39	0.237797
1	40	0.254675
1	41	0.270719
1	42	0.287661
1	43	0.305269
1	44	0.311702
1	45	0.323490
1	46	0.290515
1	47	0.293374
1	48	0.274321
1	49	0.240767
1	50	0.216716
1	51	0.198936
1	52	0.166554
1	53	0.158638
1	54	0.137939
1	55	0.120955
1	56	0.119414
1	57	0.115783
1	58	0.098309
1	59	0.114352
1	60	0.137514
1	61	0.138457
1	62	0.143086
1	63	0.153240
1	64	0.161914
1	65	0.172668
1	66	0.187266
1	67	0.205439
1	68	0.232063
1	69	0.224300
1	70	0.207311
1	71	0.219742
1	72	0.236003
1	73	0.228318
1	74	0.219119
1	75	0.218129
1	76	0.225324
1	77	0.224402
1	78	0.217628
1	79	0.225309
1	80	0.252552
1	81	0.272036
1	82	0.280699
1	83	0.300530
1	84	0.328368
1	85	0.375519
1	86	0.384578
1	87	0.374546
1	88	0.356619
1	89	0.348495
1	90	0.362747
1	91	0.360065
1	92	0.343227
1	93	0.338011
1	94	0.307414
1	95	0.292805
1	96	0.277679
1	97	0.267016
1	98	0.242679
1	99	0.219913
1	100	0.214562
1	101	0.187598
1	102	0.170935
1	103	0.130968
1	104	0.091764
1	105	0.093804
1	106	0.082959
1	107	0.050374
1	108	0.035189
1	109	0.030642
1	110	0.029510
1	111	0.053185
1	112	0.074017
1	113	0.089327
1	114	0.115146
1	115	0.145191
1	116	0.142164
1	117	0.155456
1	118	0.143372
1	119	0.139555
1	120	0.146527
1	121	0.147696
1	122	0.140516
1	123	0.145311
1	124	0.146864
1	125	0.167423
1	126	0.165757
1	127	0.169147
1	128	0.190456
1	129	0.223024
1	130	0.247833
1	131	0.255066
1	132	0.258322
1	133	0.262770
1	134	0.275350
1	135	0.278054
1	136	0.274207
1	137	0.292022
1	138	0.282653
1	139	0.270921
1	140	0.270577
1	141	0.276009
1	142	0.250359
1	143	0.232443
1	144	0.230886
1	145	0.216702
1	146	0.219180
1	147	0.202743
1	148	0.168099
1	149	0.156140
1	150	0.147205
1	151	0.144116
1	152	0.150860
1	153	0.161889
1	154	0.152536
1	155	0.140835
1	156	0.147479
1	157	0.151399
1	158	0.151986
1	159	0.141157
1	160	0.123237
1	161	0.102157
1	162	0.113525
1	163	0.096037
1	164	0.087972
1	165	0.088345
1	166	0.064060
1	167	0.056395
1	168	0.070942
1	169	0.085785
1	170	0.101839
1	171	0.117744
1	172	0.154652
1	173	0.182156
1	174	0.207893
1	175	0.219251
1	176	0.240397
1	177	0.265771
1	178	0.251498
1	179	0.244829
1	180	0.222014
1	181	0.223386
1	182	0.228816
1	183	0.229094
1	184	0.211980
1	185	0.200357
1	186	0.201061
1	187	0.204477
1	188	0.206199
1	189	0.206912
1	190	0.210585
1	191	0.201646
1	192	0.208967
1	193	0.222246
1	194	0.213650
1	195	0.214235
1	196	0.216225
1	197	0.220491
1	198	0.219765
1	199	0.220407
2	0	3.271916
2	1	3.291161
2	2	3.226273
2	3	3.139185
2	4	3.091509
2	5	3.025462
2	6	2.933220
2	7	2.816975
2	8	2.697618
2	9	2.559865
2	10	2.412469
2	11	2.234977
2	12	2.050130
2	13	1.862582
2	14	1.690307
2	15	1.510323
2	16	1.345829
2	17	1.202190
2	18	1.108156
2	19	1.021043
2	20	0.923168
2	21	0.812546
2	22	0.718756
2	23	0.610831
2	24	0.539053
2	25	0.432992
2	26	0.342670
2	27	0.278910
2	28	0.192671
2	29	0.156485
2	30	0.112671
2	31	0.125147
2	32	0.149861
2	33	0.175624
2	34	0.185805
2	35	0.172335
2	36	0.154718
2	37	0.195991
2	38	0.206377
2	39	0.217348
2	40	0.235058
2	41	0.262275
2	42	0.267993
2	43	0.239096
2	44	0.221282
2	45	0.178456
2	46	0.100753
2	47	0.153361
2	48	0.162315
2	49	0.137117
2	50	0.140285
2	51	0.128072
2	52	0.128460
2	53	0.122826
2	54	0.127380
2	55	0.112567
2	56	0.087751
2	57	0.099901
2	58	0.122579
2	59	0.119992
2	60	0.113407
2	61	0.095610
2	62	0.094096
2	63	0.088304
2	64	0.086877
2	65	0.075259
2	66	0.065065
2	67	0.032897
2	68	0.015121
2	69	0.010350
2	70	0.020344
2	71	0.027119
2	72	0.025250
2	73	0.044842
2	74	0.051133
2	75	0.072533
2	76	0.087191
2	77	0.106684
2	78	0.137699
2	79	0.152703
2	80	0.163941
2	81	0.161666
2	82	0.156303
2	83	0.138393
2	84	0.133558
2	85	0.108164
2	86	0.096837
2	87	0.089436
2	88	0.092625
2	89	0.099795
2	90	0.114096
2	91	0.117083
2	92	0.115992
2	93	0.121466
2	94	0.120885
2	95	0.126730
2	96	0.121457
2	97	0.135858
2	98	0.146409
2	99	0.157899
2	100	0.164411
2	101	0.188128
2	102	0.198578
2	103	0.213779
2	104	0.215323
2	105	0.215215
2	106	0.231120
2	107	0.244463
2	108	0.275536
2	109	0.276495
2	110	0.285307
2	111	0.280693
2	112	0.279294
2	113	0.280824
2	114	0.278194
2	115	0.250754
2	116	0.217510
2	117	0.193278
2	118	0.188839
2	119	0.174668
2	120	0.160144
2	121	0.147150
2	122	0.128771
2	123	0.099781
2	124	0.091139
2	125	0.113509
2	126	0.109813
2	127	0.111708
2	128	0.111378
2	129	0.089253
2	130	0.099054
2	131	0.099997
2	132	0.107855
2	133	0.125546
2	134	0.123373
2	135	0.110535
2	136	0.104897
2	137	0.102693
2	138	0.128498
2	139	0.154488
2	140	0.183760
2	141	0.193735
2	142	0.191571
2	143	0.182305
2	144	0.186440
2	145	0.189982
2	146	0.235774
2	147	0.223270
2	148	0.242647
2	149	0.253360
2	150	0.251961
2	151	0.261795
2	152	0.245367
2	153	0.233313
2	154	0.233672
2	155	0.224111
2	156	0.203186
2	157	0.194653
2	158	0.190214
2	159	0.192705
2	160	0.206695
2	161	0.220139
2	162	0.233651
2	163	0.265860
2	164	0.280921
2	165	0.259485
2	166	0.251223
2	167	0.244081
2	168	0.242777
2	169	0.270851
2	170	0.251487
2	171	0.261727
2	172	0.267032
2	173	0.264629
2	174	0.254486
2	175	0.248662
2	176	0.253263
2	177	0.236525
2	178	0.223846
2	179	0.223537
2	180	0.234473
2	181	0.249463
2	182	0.236694
2	183	0.237521
2	184	0.247149
2	185	0.281231
2	186	0.293707
2	187	0.283091
2	188	0.293110
2	189	0.288755
2	190	0.280010
2	191	0.267320
2	192	0.252005
2	193	0.262214
2	194	0.275194
2	195	0.253093
2	196	0.259045
2	197	0.249093
2	198	0.240517
2	199	0.241852
3	0	3.303241
3	1	3.224676
3	2	3.110505
3	3	3.023913
3	4	2.927638
3	5	2.792282
3	6	2.649044
3	7	2.508483
