trial	time_sec	distance
1	0	3.324669
1	1	3.322204
1	2	3.332031
1	3	3.344816
1	4	3.350730
1	5	3.362236
1	6	3.365699
1	7	3.355510
1	8	3.339122
1	9	3.325813
1	10	3.310572
1	11	3.291159
1	12	3.262010
1	13	3.198349
1	14	3.107657
1	15	2.999758
1	16	2.937779
1	17	2.877254
1	18	2.751929
1	19	2.609290
1	20	2.487687
1	21	2.354565
1	22	2.219561
1	23	2.094252
1	24	1.967226
1	25	1.841177
1	26	1.713140
1	27	1.599346
1	28	1.476416
1	29	1.387260
1	30	1.275519
1	31	1.188731
1	32	1.090385
1	33	0.999645
1	34	0.908321
1	35	0.821690
1	36	0.709336
1	37	0.623523
1	38	0.510534
1	39	0.400713
1	40	0.407375
1	41	0.410737
1	42	0.389119
1	43	0.381968
1	44	0.371288
1	45	0.364418
1	46	0.348671
1	47	0.322484
1	48	0.306727
1	49	0.280379
1	50	0.249022
1	51	0.216374
1	52	0.188026
1	53	0.176596
1	54	0.167855
1	55	0.166398
1	56	0.153554
1	57	0.151343
1	58	0.143066
1	59	0.125872
1	60	0.118451
1	61	0.110102
1	62	0.106410
1	63	0.092664
1	64	0.079321
1	65	0.082945
1	66	0.079527
1	67	0.075478
1	68	0.083760
1	69	0.071638
1	70	0.070809
1	71	0.066760
1	72	0.080257
1	73	0.082690
1	74	0.084071
1	75	0.090945
1	76	0.096750
1	77	0.083449
1	78	0.077239
1	79	0.061882
1	80	0.047956
1	81	0.020324
1	82	0.011699
1	83	0.008486
1	84	0.011855
1	85	0.006097
1	86	0.009745
1	87	0.022537
1	88	0.028837
1	89	0.034844
1	90	0.047655
1	91	0.057771
1	92	0.057445
1	93	0.056415
1	94	0.056041
1	95	0.035716
1	96	0.011121
1	97	0.012104
1	98	0.019376
1	99	0.022012
1	100	0.013872
1	101	0.017634
1	102	0.011367
1	103	0.025669
1	104	0.028020
1	105	0.021225
1	106	0.026227
1	107	0.016316
1	108	0.023800
1	109	0.017162
1	110	0.029740
1	111	0.017684
1	112	0.018766
1	113	0.019657
1	114	0.019426
1	115	0.020303
1	116	0.011354
1	117	0.018650
1	118	0.032186
