0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,-2.661993600485335015e-19
4.166666666666666435e-02,3.233817537183910848e-05
6.250000000000000000e-02,3.031807107788212787e-04
8.333333333333332871e-02,6.982340375366006147e-04
1.041666666666666574e-01,1.315865851852532787e-03
1.250000000000000000e-01,2.414458513957020141e-03
1.458333333333333148e-01,3.527044701900474821e-03
1.666666666666666574e-01,5.128299407854606216e-03
1.875000000000000000e-01,7.603936683935404346e-03
2.083333333333333148e-01,1.021632631483354071e-02
2.291666666666666574e-01,1.323473061452698323e-02
2.500000000000000000e-01,1.689818911908886126e-02
2.708333333333333148e-01,2.064901538432390576e-02
2.916666666666666297e-01,2.460345295130390159e-02
3.125000000000000000e-01,2.944528056244690578e-02
3.333333333333333148e-01,3.466837961049641648e-02
3.541666666666666297e-01,3.890875033849466869e-02
3.750000000000000000e-01,4.235355777200019295e-02
3.958333333333333148e-01,4.584896230234871556e-02
4.166666666666666297e-01,4.896970282742765801e-02
4.375000000000000000e-01,5.091871431047258201e-02
4.583333333333333148e-01,5.238621434388351927e-02
4.791666666666666297e-01,5.455337810015429417e-02
5.000000000000000000e-01,5.707525792947437671e-02
5.208333333333332593e-01,5.912330993305497939e-02
5.416666666666666297e-01,6.117743877113036854e-02
5.625000000000000000e-01,6.412782072244407883e-02
5.833333333333332593e-01,6.751488168820554692e-02
6.041666666666666297e-01,7.047211836291472631e-02
6.250000000000000000e-01,7.346552507882390948e-02
6.458333333333332593e-01,7.739220990938841527e-02
6.666666666666666297e-01,8.180128340998113479e-02
6.875000000000000000e-01,8.581507496623547171e-02
7.083333333333332593e-01,8.990665644373820042e-02
7.291666666666666297e-01,9.497910532316491961e-02
7.500000000000000000e-01,1.005145617899303734e-01
7.708333333333332593e-01,1.052596688146726772e-01
7.916666666666666297e-01,1.095050356576961065e-01
8.125000000000000000e-01,1.141478965706811399e-01
8.333333333333332593e-01,1.187369829098107316e-01
8.541666666666666297e-01,1.224009727441340289e-01
8.750000000000000000e-01,1.256075840635490215e-01
8.958333333333332593e-01,1.292576594473893170e-01
9.166666666666666297e-01,1.329007921975207118e-01
9.375000000000000000e-01,1.356637649629705566e-01
9.583333333333332593e-01,1.380152573146932737e-01
9.791666666666666297e-01,1.408537719025027557e-01
1.000000000000000000e+00,1.437201356083295800e-01
1.020833333333333259e+00,1.457471191104299790e-01
1.041666666666666519e+00,1.474011244448716340e-01
1.062500000000000000e+00,1.495817317587853357e-01
1.083333333333333259e+00,1.518380004469239986e-01
1.104166666666666519e+00,1.533002422419302291e-01
1.125000000000000000e+00,1.544965697958984030e-01
1.145833333333333259e+00,1.568186097425860459e-01
1.166666666666666519e+00,1.599777854030917101e-01
1.187500000000000000e+00,1.628801875465636373e-01
1.208333333333333259e+00,1.659030893279840879e-01
1.229166666666666519e+00,1.699515293585666109e-01
1.250000000000000000e+00,1.745570692108515121e-01
1.270833333333333259e+00,1.788388559811968925e-01
1.291666666666666519e+00,1.832676308188094516e-01
1.312500000000000000e+00,1.887090557530357038e-01
1.333333333333333259e+00,1.945159975664113583e-01
1.354166666666666519e+00,1.992518091712297823e-01
1.375000000000000000e+00,2.030939100588189661e-01
1.395833333333333259e+00,2.064712878896441117e-01
1.416666666666666519e+00,2.087338800603531219e-01
1.437500000000000000e+00,2.090492445878304462e-01
1.458333333333333259e+00,2.079027753022206493e-01
1.479166666666666519e+00,2.063854324161936427e-01
1.500000000000000000e+00,2.041677107823102466e-01
1.520833333333333259e+00,2.004785343813361431e-01
1.541666666666666519e+00,1.957929909552141023e-01
1.562500000000000000e+00,1.909973016261935774e-01
1.583333333333333259e+00,1.860594949360470096e-01
1.604166666666666519e+00,1.812534971544676465e-01
1.625000000000000000e+00,1.773709802682421621e-01
1.645833333333333259e+00,1.746456161332410606e-01
1.666666666666666519e+00,1.723886363242957409e-01
1.687500000000000000e+00,1.697788952563633880e-01
1.708333333333333259e+00,1.672578443588213504e-01
1.729166666666666519e+00,1.656775076958665882e-01
1.750000000000000000e+00,1.646019727202408245e-01
1.770833333333333259e+00,1.631948546957795732e-01
1.791666666666666519e+00,1.619047129533492391e-01
1.812500000000000000e+00,1.616064664863201827e-01
1.833333333333333259e+00,1.618558319168114656e-01
1.854166666666666519e+00,1.617967568980926141e-01
1.875000000000000000e+00,1.618893954072216645e-01
1.895833333333333259e+00,1.630255856347197774e-01
1.916666666666666519e+00,1.647554440935463382e-01
1.937500000000000000e+00,1.662112213397489990e-01
1.958333333333333259e+00,1.678592296172542742e-01
1.979166666666666519e+00,1.705941063866609486e-01
2.000000000000000000e+00,1.739557344632665092e-01
2.020833333333333037e+00,1.770747230737137468e-01
2.041666666666666519e+00,1.804166851497498170e-01
2.062500000000000000e+00,1.848798974288693997e-01
2.083333333333333037e+00,1.899639282314240785e-01
2.104166666666666519e+00,1.944193558002234312e-01
2.125000000000000000e+00,1.985371653600799258e-01
2.145833333333333037e+00,2.032070387477325213e-01
2.166666666666666519e+00,2.079758925253827329e-01
2.187500000000000000e+00,2.119754526396384620e-01
2.208333333333333037e+00,2.154543802196031144e-01
2.229166666666666519e+00,2.182782813656543031e-01
2.250000000000000000e+00,2.196336320107651618e-01
2.270833333333333037e+00,2.193144098021434507e-01
2.291666666666666519e+00,2.181403516331471837e-01
2.312500000000000000e+00,2.174981110144841856e-01
