,following_mean,following_mean,engulfing_mean,engulfing_mean,separating_mean,separating_mean,avg_distance_mean,avg_distance_mean,interaction_index,interaction_index
,mean,std,mean,std,mean,std,mean,std,mean,std
sensing_type,,,,,,,,,,
equal,0.925925925925926,1.2777777777777777,1.1111111111111112,1.3437096247164249,0.0,0.0,2.0077635110731715,1.5996506410054268,2.0370370370370368,2.452008498968212
greater,0.7037037037037037,0.8407081083567531,1.074074074074074,0.49378857873975496,0.07407407407407407,0.2222222222222222,2.0645821640064845,2.417823714180543,1.7333333333333334,1.1110555541665972
less,0.5925925925925926,0.4648111258522642,0.6296296296296295,0.4547418206595805,0.1111111111111111,0.23570226039551584,2.6360201049176597,2.233465821397445,1.1351851851851853,0.38082917981364145
