trial,frame,time_sec,distance
1,0,0.0,5.091765010732997
1,1,0.020833333333333332,5.091763957226778
1,2,0.041666666666666664,5.091744357300288
1,3,0.0625,5.091666356346443
1,4,0.08333333333333333,5.091502036681001
1,5,0.10416666666666667,5.091247587177533
1,6,0.125,5.09088704009169
1,7,0.14583333333333334,5.090387395427937
1,8,0.16666666666666666,5.089732252010931
1,9,0.1875,5.088914208648197
1,10,0.20833333333333334,5.087913016045733
1,11,0.22916666666666666,5.086718006413361
1,12,0.25,5.085340272674182
1,13,0.2708333333333333,5.083803686995772
1,14,0.2916666666666667,5.082134940147392
1,15,0.3125,5.080346585337404
1,16,0.3333333333333333,5.0784503615375005
1,17,0.3541666666666667,5.076481945407128
1,18,0.375,5.0744820867017175
1,19,0.3958333333333333,5.072471180676821
1,20,0.4166666666666667,5.070464862990051
1,21,0.4375,5.068483045796059
1,22,0.4583333333333333,5.066548225922788
1,23,0.4791666666666667,5.064680089506476
1,24,0.5,5.062883747117243
1,25,0.5208333333333334,5.061137784907711
1,26,0.5416666666666666,5.059407671848517
1,27,0.5625,5.057677292352275
1,28,0.5833333333333334,5.055947750757871
1,29,0.6041666666666666,5.054218660722611
1,30,0.625,5.052483565187398
1,31,0.6458333333333334,5.050740577490494
1,32,0.6666666666666666,5.048993684325331
1,33,0.6875,5.047243050190539
1,34,0.7083333333333334,5.045484948819797
1,35,0.7291666666666666,5.043716148078225
1,36,0.75,5.0419417236705435
1,37,0.7708333333333334,5.040167796584296
1,38,0.7916666666666666,5.0383896994731145
1,39,0.8125,5.0366005269743805
1,40,0.8333333333333334,5.034801025745803
1,41,0.8541666666666666,5.032994572450478
1,42,0.875,5.03117301062373
1,43,0.8958333333333334,5.029323452816836
1,44,0.9166666666666666,5.0274466714770565
1,45,0.9375,5.02555040467924
1,46,0.9583333333333334,5.023640619581517
1,47,0.9791666666666666,5.021723101843104
1,48,1.0,5.019805796834402
1,49,1.0208333333333333,5.017897994769591
1,50,1.0416666666666667,5.01600785684822
1,51,1.0625,5.014136756028865
1,52,1.0833333333333333,5.012278879063971
1,53,1.1041666666666667,5.01043383307493
1,54,1.125,5.008606402882179
1,55,1.1458333333333333,5.006798529817171
1,56,1.1666666666666667,5.005005889262019
1,57,1.1875,5.0032205378635215
1,58,1.2083333333333333,5.001443541716723
1,59,1.2291666666666667,4.999688013574116
1,60,1.25,4.997962440676579
1,61,1.2708333333333333,4.996263190470371
1,62,1.2916666666666667,4.994590764853284
1,63,1.3125,4.992954060476244
1,64,1.3333333333333333,4.991352911068705
1,65,1.3541666666666667,4.989770984300265
1,66,1.375,4.98819324305723
1,67,1.3958333333333333,4.986619316355717
1,68,1.4166666666666667,4.985052411036241
1,69,1.4375,4.983476121723619
1,70,1.4583333333333333,4.9818651241015965
1,71,1.4791666666666667,4.98021503777954
1,72,1.5,4.978521823046397
1,73,1.5208333333333333,4.9767573616629885
1,74,1.5416666666666667,4.974902431307364
1,75,1.5625,4.972965114615548
1,76,1.5833333333333333,4.970949944591252
1,77,1.6041666666666667,4.968843073450092
1,78,1.625,4.966636821258103
1,79,1.6458333333333333,4.9643407038825185
1,80,1.6666666666666667,4.961964998281535
1,81,1.6875,4.9595090134964375
1,82,1.7083333333333333,4.956970929149648
1,83,1.7291666666666667,4.954369395962033
1,84,1.75,4.951729022376461
1,85,1.7708333333333333,4.9490579648309385
1,86,1.7916666666666667,4.946359595109052
1,87,1.8125,4.943654256768495
1,88,1.8333333333333333,4.94096497949714
1,89,1.8541666666666667,4.9383010832750305
1,90,1.875,4.935670481892705
1,91,1.8958333333333333,4.9330875818709945
1,92,1.9166666666666667,4.930562404509316
1,93,1.9375,4.928092873017792
1,94,1.9583333333333333,4.925677655234835
1,95,1.9791666666666667,4.923323204012699
1,96,2.0,4.9210234158061565
1,97,2.0208333333333335,4.918746475764059
1,98,2.0416666666666665,4.91646613032131
1,99,2.0625,4.914172310548187
1,100,2.0833333333333335,4.911847722619958
1,101,2.1041666666666665,4.909472202902578
1,102,2.125,4.907043786868704
1,103,2.1458333333333335,4.904570238522349
1,104,2.1666666666666665,4.902044407571423
1,105,2.1875,4.8994457860114915
1,106,2.2083333333333335,4.896761764270778
1,107,2.2291666666666665,4.89398498292456
1,108,2.25,4.8910971066275835
1,109,2.2708333333333335,4.888079893553017
1,110,2.2916666666666665,4.884929716604824
1,111,2.3125,4.881646552082824
1,112,2.3333333333333335,4.878225919855176
1,113,2.3541666666666665,4.8746737056049225
1,114,2.375,4.871006828301512
1,115,2.3958333333333335,4.867233575470496
1,116,2.4166666666666665,4.863361614730195
1,117,2.4375,4.859415085990638
1,118,2.4583333333333335,4.855416046701878
1,119,2.4791666666666665,4.851362199083625
1,120,2.5,4.8472507001768985
1,121,2.5208333333333335,4.843107103636217
1,122,2.5416666666666665,4.838959393341441
1,123,2.5625,4.834805586959143
1,124,2.5833333333333335,4.8306389687475475
1,125,2.6041666666666665,4.826478894582578
1,126,2.625,4.822345759825777
1,127,2.6458333333333335,4.8182305482548085
1,128,2.6666666666666665,4.8141223235983945
1,129,2.6875,4.810039565464373
1,130,2.7083333333333335,4.806009069426815
1,131,2.7291666666666665,4.802043034272833
1,132,2.75,4.7981614759893825
1,133,2.7708333333333335,4.794402744871344
1,134,2.7916666666666665,4.790783834504928
1,135,2.8125,4.78728673741227
1,136,2.8333333333333335,4.783903617949436
